ApsimVersion = 7.9 r0
Title = Kladivko_SC_224N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994       1015.000        394.000        224.000            132.897                12.8           9.633                   0.000               194.869
     31/12/1995           1995       1221.000        556.000        224.000            171.833                 8.1           4.734                  25.099                 0.000
     31/12/1996           1996       1431.000        431.000        224.000            168.406                10.7           6.341                   0.000               189.213
     31/12/1997           1997       1170.000        592.000        224.000            283.055                 3.0           1.058                  22.316                 0.000
     31/12/1998           1998       1294.000        614.000        224.000             33.705                 1.1           3.136                   0.000               171.752
     31/12/1999           1999        946.000        354.000        224.000            150.300                 2.7           1.786                  29.413                 0.000
     31/12/2000           2000       1400.000        736.000        224.000             87.353                 9.5          10.908                   0.000               177.784
     31/12/2001           2001       1285.000        851.000        224.000            114.392                 8.1           7.047                  24.730                 0.000
     31/12/2002           2002       1401.000        563.000        224.000            108.103                20.1          18.590                   0.000               178.360
     31/12/2003           2003       1319.000        699.000        224.000            184.542                12.9           7.001                  30.111                 0.000
     31/12/2004           2004       1383.500        753.000        224.000            149.595                16.7          11.189                   0.000               210.116
     31/12/2005           2005       1240.000        597.000        224.000            169.773                 9.3           5.466                  28.314                 0.000
     31/12/2006           2006       1535.000        801.000        224.000            129.526                16.2          12.527                   0.000               163.059
     31/12/2007           2007       1138.000        467.000        224.000            209.015                14.9           7.130                  33.971                 0.000
     31/12/2008           2008       1515.000        613.000        224.000            154.272                12.7           8.202                   0.000               214.502
     31/12/2009           2009       1395.000        890.000        224.000            183.619                 5.5           2.985                  35.413                 0.000
     31/12/2010           2010        964.000        496.000        224.000             59.815                12.7          21.302                   0.000               188.029
     31/12/2011           2011       1489.000        403.000        224.000            445.964                21.5           4.826                  33.223                 0.000
     31/12/2012           2012        981.000        463.000        224.000             40.118                 3.5           8.829                   0.000               197.083
     31/12/2013           2013       1237.000        546.000        224.000            197.037                14.5           7.374                  31.325                 0.000
     31/12/2014           2014       1271.000        674.000        224.000             75.044                12.8          17.046                   0.000               171.726
     31/12/2015           2015       1390.000        705.000        224.000            223.248                14.3           6.409                  21.287                 0.000
     31/12/2016           2016       1305.000        674.000        224.000             10.900                 1.4          12.570                   0.000               166.374
     31/12/2017           2017       1413.000        652.000        224.000            208.810                18.2           8.693                  37.140                 0.000
     31/12/2018           2018       1487.000        737.000        224.000            156.510                16.3          10.411                   0.000               179.324
     31/12/2019           2019       1419.000        485.000        224.000            415.661                17.9           4.317                  26.874                 0.000
