ApsimVersion = 7.9 r0
Title = Gentry_SC_0N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994        889.300        415.300          0.000            472.482                37.9           8.028          204.321
     31/12/1995           1995        953.500        386.000          0.000            477.720                27.4           5.729           54.388
     31/12/1996           1996        947.300        488.900          0.000            388.748                25.1           6.460          215.663
     31/12/1997           1997        889.400        499.100          0.000            493.488                10.7           2.174           51.741
     31/12/1998           1998       1091.500        548.800          0.000            428.548                23.0           5.370          181.852
     31/12/1999           1999        884.700        455.400          0.000            457.475                12.4           2.718           68.120
     31/12/2000           2000        918.600        586.300          0.000            321.750                10.3           3.204          117.626
     31/12/2001           2001        963.400        635.300          0.000            433.069                15.8           3.656           56.434
     31/12/2002           2002        984.500        439.600          0.000            409.732                15.1           3.686          115.130
     31/12/2003           2003        966.800        625.200          0.000            381.204                11.9           3.112           62.382
     31/12/2004           2004       1019.600        646.800          0.000            449.403                11.4           2.545           95.991
     31/12/2005           2005        832.000        442.700          0.000            324.877                 8.5           2.611           55.464
     31/12/2006           2006        994.600        562.400          0.000            413.214                16.0           3.883          146.111
     31/12/2007           2007        984.000        502.300          0.000            413.139                14.4           3.495           58.916
     31/12/2008           2008       1311.600        771.100          0.000            598.240                22.4           3.746          113.225
     31/12/2009           2009       1273.500        642.500          0.000            763.300                 9.7           1.267           58.224
     31/12/2010           2010        976.199        675.300          0.000            372.803                 9.8           2.638          110.315
     31/12/2011           2011       1006.100        458.300          0.000            574.085                17.0           2.967           50.324
     31/12/2012           2012        739.800        504.100          0.000            237.829                10.4           4.377           61.062
     31/12/2013           2013        954.600        460.500          0.000            463.202                18.3           3.955           45.984
     31/12/2014           2014       1020.999        685.300          0.000            445.865                10.2           2.295           89.671
     31/12/2015           2015       1135.699        673.800          0.000            633.083                13.8           2.186           42.331
     31/12/2016           2016        996.999        684.000          0.000            413.373                 9.1           2.200          105.376
     31/12/2017           2017        884.200        505.600          0.000            357.671                 9.4           2.638           73.924
     31/12/2018           2018       1050.600        604.700          0.000            458.636                17.5           3.809          104.718
     31/12/2019           2019       1093.500        490.100          0.000            620.127                19.9           3.202           52.162
