ApsimVersion = 7.9 r0
Title = Sutherland_SC_spring_NR250
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994              ?        550.460        250.000                  ?                   ?         100.000                       ?                     ?
     31/12/1995           1995        802.428        581.547        250.000            187.297                34.7          18.514                  68.119                 0.000
     31/12/1996           1996        682.592        486.478        250.000            118.656                 6.3           5.232                   0.000               226.180
     31/12/1997           1997        659.417        458.680        250.000            112.022                14.3          12.724                  48.193                 0.000
     31/12/1998           1998        827.994        544.054        250.000            132.027                 4.5           3.434                   0.000               198.484
     31/12/1999           1999        566.186        358.910        250.000             99.174                14.8          14.936                  62.384                 0.000
     31/12/2000           2000        588.510        374.668        250.000            118.988                 8.8           7.321                   0.000               214.878
     31/12/2001           2001        760.490        467.872        250.000            185.539                36.9          19.863                  58.274                 0.000
     31/12/2002           2002        601.310        475.078        250.000             47.614                 2.2           4.541                   0.000               213.339
     31/12/2003           2003        679.553        483.356        250.000            124.399                13.2          10.643                  58.483                 0.000
     31/12/2004           2004        982.960        745.996        250.000            116.223                 3.8           3.231                   0.000               239.199
     31/12/2005           2005        795.539        567.211        250.000            112.138                 5.7           5.102                  65.941                 0.000
     31/12/2006           2006        619.500        369.064        250.000             75.573                 2.1           2.715                   0.000               148.222
     31/12/2007           2007        926.102        683.270        250.000            205.192                23.9          11.661                  61.740                 0.000
     31/12/2008           2008        794.702        509.720        250.000            132.312                 7.6           5.722                   0.000               230.175
     31/12/2009           2009        611.608        404.596        250.000             89.308                 7.3           8.354                  54.999                 0.000
     31/12/2010           2010        994.688        782.074        250.000            206.956                12.8           6.183                   0.000               230.953
     31/12/2011           2011        510.786        375.668        250.000             99.325                 7.2           7.271                  39.163                 0.000
     31/12/2012           2012        619.490        386.080        250.000             47.860                 0.2           0.489                   0.000               140.859
     31/12/2013           2013        779.258        577.844        250.000            186.310                32.3          17.363                  72.319                 0.000
     31/12/2014           2014        662.412        523.494        250.000             45.119                 0.2           0.527                   0.000               203.259
     31/12/2015           2015        824.760        429.514        250.000            142.740                 5.8           4.048                  60.170                 0.000
     31/12/2016           2016        904.802        578.726        250.000            112.064                 8.6           7.620                   0.000               221.917
     31/12/2017           2017        621.748        406.912        250.000            120.270                17.9          14.877                  63.800                 0.000
     31/12/2018           2018        951.214        619.990        250.000            177.083                10.4           5.725                   0.000               238.247
     31/12/2019           2019        883.171        509.288        250.000            212.573                25.0          11.772                  64.052                 0.000
