ApsimVersion = 7.9 r0
Title = RandIragSC_224N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994        880.000        658.000        224.000            111.046                13.6          12.258          155.789
     31/12/1995           1995       1051.000        718.000        224.000            415.692                60.2          14.470           47.742
     31/12/1996           1996        795.000        567.000        224.000            106.684                 2.2           2.025          173.930
     31/12/1997           1997        687.000        424.000        224.000            234.915                 7.6           3.223           47.399
     31/12/1998           1998        891.000        652.000        224.000            141.198                 3.7           2.635          195.063
     31/12/1999           1999        740.000        524.000        224.000            287.536                22.1           7.692           65.032
     31/12/2000           2000        833.000        612.000        224.000             82.857                 6.1           7.329          163.448
     31/12/2001           2001        959.000        465.000        224.000            386.339                71.5          18.499           67.185
     31/12/2002           2002        804.000        647.000        224.000             46.890                 2.4           5.167          170.133
     31/12/2003           2003        760.000        559.000        224.000            213.897                50.5          23.620           74.045
     31/12/2004           2004        893.500        766.000        224.000             92.784                 5.9           6.376          163.118
     31/12/2005           2005       1005.000        794.000        224.000            297.912                38.9          13.072           73.677
     31/12/2006           2006        731.000        522.000        224.000             34.313                 1.2           3.432          165.430
     31/12/2007           2007        917.000        661.000        224.000            355.118                54.9          15.451           54.183
     31/12/2008           2008        815.000        567.000        224.000             62.013                 3.7           6.000          178.742
     31/12/2009           2009        869.000        679.000        224.000            310.814                44.3          14.240           60.744
     31/12/2010           2010       1201.000       1038.000        224.000            190.010                21.0          11.053          148.213
     31/12/2011           2011        829.000        538.000        224.000            427.329                57.0          13.339           57.732
     31/12/2012           2012        825.000        580.000        224.000             98.862                 6.6           6.682          181.810
     31/12/2013           2013        821.000        541.000        224.000            181.748                46.5          25.568           61.284
     31/12/2014           2014        819.000        602.000        224.000             98.173                 5.2           5.295          174.906
     31/12/2015           2015       1009.000        838.000        224.000            338.075                45.3          13.389           18.496
     31/12/2016           2016       1027.000        802.000        224.000            108.562                19.5          17.962          176.146
     31/12/2017           2017        894.000        752.000        224.000            301.453                50.2          16.657           68.814
     31/12/2018           2018       1093.000        846.000        224.000            157.372                18.8          11.916          158.203
     31/12/2019           2019       1325.000        783.000        224.000            623.889                66.2          10.605           57.342
