ApsimVersion = 7.9 r0
Title = Huggins_SC_0N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994        668.000        460.000          0.000            442.511                67.8          15.323          176.227
     31/12/1995           1995        876.000        544.000          0.000            548.769               136.0          24.780           38.741
     31/12/1996           1996        843.000        552.000          0.000            432.845                75.9          17.529          189.722
     31/12/1997           1997        616.000        457.000          0.000            401.522                34.3           8.549           55.216
     31/12/1998           1998        646.000        454.000          0.000            361.861                27.0           7.457          194.216
     31/12/1999           1999        552.000        378.000          0.000            311.233                24.7           7.930           59.889
     31/12/2000           2000        686.000        503.000          0.000            370.437                10.3           2.776          130.822
     31/12/2001           2001        798.000        398.000          0.000            515.115                17.0           3.298           56.581
     31/12/2002           2002        612.000        467.000          0.000            364.907                 8.2           2.255          109.835
     31/12/2003           2003        523.000        368.000          0.000            337.969                 8.4           2.489           54.177
     31/12/2004           2004        720.500        510.000          0.000            389.015                 5.9           1.512           58.699
     31/12/2005           2005        864.000        651.000          0.000            477.743                 6.5           1.361           62.418
     31/12/2006           2006        676.000        478.000          0.000            388.124                11.1           2.862           99.215
     31/12/2007           2007        711.000        540.000          0.000            450.589                12.6           2.802           48.835
     31/12/2008           2008        634.000        386.000          0.000            379.554                 7.6           2.007           94.289
     31/12/2009           2009        651.000        501.000          0.000            409.529                 5.6           1.372           48.973
     31/12/2010           2010        960.000        760.000          0.000            524.080                10.7           2.044           75.493
     31/12/2011           2011        615.000        382.000          0.000            401.719                13.5           3.352           55.444
     31/12/2012           2012        687.500        460.000          0.000            371.861                 7.9           2.120           67.607
     31/12/2013           2013        576.000        356.000          0.000            425.978                14.0           3.277           57.872
     31/12/2014           2014        711.000        486.000          0.000            429.696                 5.1           1.194           58.619
     31/12/2015           2015        792.000        601.000          0.000            397.995                 7.5           1.886           17.053
     31/12/2016           2016        968.500        758.000          0.000            512.542                12.1           2.366           84.862
     31/12/2017           2017        809.000        649.000          0.000            466.244                 7.5           1.603           49.990
     31/12/2018           2018       1062.000        787.000          0.000            614.810                10.5           1.711           63.122
     31/12/2019           2019        990.000        591.000          0.000            596.766                 9.4           1.576           52.323
