ApsimVersion = 7.9 r0
Title = Gold_SC_56N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994        910.000        541.000         56.000            201.872                16.3           8.082                   0.000                32.574
     31/12/1995           1995        731.000        356.000         56.000            101.004                 3.5           3.486                  51.999                 0.000
     31/12/1996           1996        968.000        504.000         56.000            150.354                 4.5           2.994                   0.000               135.150
     31/12/1997           1997        780.000        435.000         56.000            112.044                 3.1           2.777                  46.015                 0.000
     31/12/1998           1998        710.000        284.000         56.000            141.946                 3.3           2.322                   0.000               109.733
     31/12/1999           1999        796.000        454.000         56.000            103.924                 7.5           7.192                  58.922                 0.000
     31/12/2000           2000        898.000        525.000         56.000            101.258                 0.8           0.769                   0.000               125.557
     31/12/2001           2001        791.000        517.000         56.000            142.376                 1.4           1.003                  45.895                 0.000
     31/12/2002           2002        807.000        432.000         56.000             51.231                 1.0           1.858                   0.000               157.547
     31/12/2003           2003        709.000        292.000         56.000            119.889                 2.0           1.710                  56.404                 0.000
     31/12/2004           2004        863.000        497.000         56.000            134.408                 1.7           1.290                   0.000               124.766
     31/12/2005           2005        797.000        417.000         56.000            136.892                 2.0           1.472                  45.399                 0.000
     31/12/2006           2006       1062.000        629.000         56.000            199.452                 3.5           1.740                   0.000               149.550
     31/12/2007           2007        820.000        481.000         56.000             98.396                 1.3           1.341                  60.603                 0.000
     31/12/2008           2008       1033.000        587.000         56.000            181.869                 2.9           1.584                   0.000               111.939
     31/12/2009           2009        861.000        451.000         56.000            155.078                 1.1           0.718                  31.596                 0.000
     31/12/2010           2010        678.000        451.000         56.000             47.369                 1.0           2.058                   0.000               123.158
     31/12/2011           2011        979.000        523.000         56.000            183.505                 7.0           3.808                  57.024                 0.000
     31/12/2012           2012        823.500        530.000         56.000             77.190                 1.6           2.081                   0.000                93.429
     31/12/2013           2013        967.000        436.000         56.000            217.486                 9.2           4.221                  13.440                 0.000
     31/12/2014           2014        950.000        527.000         56.000            100.244                 2.3           2.333                   0.000               107.556
     31/12/2015           2015        813.000        537.000         56.000             58.815                 0.4           0.641                  42.524                 0.000
     31/12/2016           2016        956.000        463.000         56.000            139.392                 2.6           1.844                   0.000               124.984
     31/12/2017           2017        946.000        443.000         56.000            201.422                 5.4           2.679                  47.181                 0.000
     31/12/2018           2018        868.000        459.000         56.000            142.738                 4.0           2.805                   0.000               106.848
     31/12/2019           2019       1070.000        541.000         56.000            208.068                 5.4           2.588                  51.448                 0.000
