ApsimVersion = 7.9 r0
Title = Gentry_SC_168N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994        889.300        415.300        168.000            472.482                37.9           8.028          204.321
     31/12/1995           1995        953.500        386.000        168.000            477.720                27.4           5.729           54.388
     31/12/1996           1996        947.300        488.900        168.000            388.748                25.1           6.460          215.663
     31/12/1997           1997        889.400        499.100        168.000            493.488                10.7           2.174           51.741
     31/12/1998           1998       1091.500        548.800        168.000            428.548                23.0           5.370          181.852
     31/12/1999           1999        884.700        455.400        168.000            457.475                12.4           2.718           68.120
     31/12/2000           2000        918.600        586.300        168.000            275.365                28.1          10.213          199.172
     31/12/2001           2001        963.400        635.300        168.000            411.088                35.5           8.639           57.326
     31/12/2002           2002        984.500        439.600        168.000            370.423                32.7           8.818          193.037
     31/12/2003           2003        966.800        625.200        168.000            362.439                27.7           7.651           62.638
     31/12/2004           2004       1019.600        646.800        168.000            401.489                36.1           9.001          201.874
     31/12/2005           2005        832.000        442.700        168.000            325.220                25.6           7.863           56.262
     31/12/2006           2006        994.600        562.400        168.000            382.640                44.0          11.502          191.386
     31/12/2007           2007        984.000        502.300        168.000            425.668                43.4          10.188           58.984
     31/12/2008           2008       1311.600        771.100        168.000            531.383                47.1           8.857          208.685
     31/12/2009           2009       1273.500        642.500        168.000            792.515                32.7           4.128           59.384
     31/12/2010           2010        976.199        675.300        168.000            349.475                32.0           9.162          186.027
     31/12/2011           2011       1006.100        458.300        168.000            591.066                42.6           7.201           54.512
     31/12/2012           2012        739.800        504.100        168.000            167.067                15.2           9.105          120.683
     31/12/2013           2013        954.600        460.500        168.000            511.565                47.7           9.331           46.371
     31/12/2014           2014       1020.999        685.300        168.000            385.093                33.9           8.814          185.280
     31/12/2015           2015       1135.699        673.800        168.000            606.626                42.4           6.996           50.080
     31/12/2016           2016        996.999        684.000        168.000            368.508                41.6          11.284          188.007
     31/12/2017           2017        884.200        505.600        168.000            326.471                33.4          10.225           75.492
     31/12/2018           2018       1050.600        604.700        168.000            415.862                40.8           9.813          199.187
     31/12/2019           2019       1093.500        490.100        168.000            635.896                53.5           8.409           53.876
