ApsimVersion = 7.9 r0
Title = Sutherland_SC_spring_NR300
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994              ?        550.460        300.000                  ?                   ?         100.000                ?
     31/12/1995           1995        802.428        581.547        300.000            186.411                43.7          23.463           68.118
     31/12/1996           1996        682.592        486.478        300.000            118.670                 9.5           7.926          226.338
     31/12/1997           1997        659.417        458.680        300.000            110.687                20.9          18.897           48.192
     31/12/1998           1998        827.994        544.054        300.000            132.022                 5.6           4.251          198.558
     31/12/1999           1999        566.186        358.910        300.000             99.199                19.1          19.304           62.384
     31/12/2000           2000        588.510        374.668        300.000            118.984                11.1           9.250          214.898
     31/12/2001           2001        760.490        467.872        300.000            183.273                46.2          25.216           58.274
     31/12/2002           2002        601.310        475.078        300.000             47.616                 3.1           6.562          213.342
     31/12/2003           2003        679.553        483.356        300.000            124.015                19.6          15.814           58.483
     31/12/2004           2004        982.960        745.996        300.000            116.231                 6.3           5.431          239.329
     31/12/2005           2005        795.539        567.211        300.000            109.453                 9.4           8.630           67.154
     31/12/2006           2006        619.500        369.064        300.000             75.793                 2.1           2.800          148.223
     31/12/2007           2007        926.102        683.270        300.000            204.252                31.0          15.180           61.737
     31/12/2008           2008        794.702        509.720        300.000            132.337                10.4           7.832          230.315
     31/12/2009           2009        611.608        404.596        300.000             89.312                10.5          12.090           54.999
     31/12/2010           2010        994.688        782.074        300.000            206.911                16.9           8.176          231.144
     31/12/2011           2011        510.786        375.668        300.000             98.747                11.7          11.881           39.163
     31/12/2012           2012        619.490        386.080        300.000             47.858                 0.3           0.663          140.866
     31/12/2013           2013        779.258        577.844        300.000            186.207                39.9          21.424           72.319
     31/12/2014           2014        662.412        523.494        300.000             45.119                 0.2           0.532          203.396
     31/12/2015           2015        824.760        429.514        300.000            142.703                 8.2           5.747           60.170
     31/12/2016           2016        904.802        578.726        300.000            112.059                11.7          10.339          221.942
     31/12/2017           2017        621.748        406.912        300.000            119.424                24.5          20.519           63.797
     31/12/2018           2018        951.214        619.990        300.000            177.075                14.3           7.888          238.303
     31/12/2019           2019        883.171        509.288        300.000            211.065                34.4          16.285           65.261
