ApsimVersion = 7.9 r0
Title = Gold_SC_0N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994        910.000        541.000          0.000            201.872                16.3           8.082                   0.000                32.574
     31/12/1995           1995        731.000        356.000          0.000            101.004                 3.5           3.486                  51.999                 0.000
     31/12/1996           1996        968.000        504.000          0.000            150.354                 4.5           2.994                   0.000               135.150
     31/12/1997           1997        780.000        435.000          0.000            112.044                 3.1           2.777                  46.015                 0.000
     31/12/1998           1998        710.000        284.000          0.000            141.946                 3.3           2.322                   0.000               109.733
     31/12/1999           1999        796.000        454.000          0.000            103.924                 7.5           7.192                  58.922                 0.000
     31/12/2000           2000        898.000        525.000          0.000            113.919                 0.7           0.618                   0.000                64.193
     31/12/2001           2001        791.000        517.000          0.000            140.220                 1.2           0.878                  45.965                 0.000
     31/12/2002           2002        807.000        432.000          0.000             51.006                 0.9           1.842                   0.000               105.563
     31/12/2003           2003        709.000        292.000          0.000            114.962                 1.7           1.515                  57.529                 0.000
     31/12/2004           2004        863.000        497.000          0.000            134.380                 1.7           1.246                   0.000                51.224
     31/12/2005           2005        797.000        417.000          0.000            126.485                 1.8           1.419                  47.597                 0.000
     31/12/2006           2006       1062.000        629.000          0.000            203.915                 3.0           1.494                   0.000                72.622
     31/12/2007           2007        820.000        481.000          0.000             93.353                 0.9           0.993                  61.369                 0.000
     31/12/2008           2008       1033.000        587.000          0.000            191.370                 2.7           1.414                   0.000                49.351
     31/12/2009           2009        861.000        451.000          0.000            133.925                 0.6           0.454                  34.636                 0.000
     31/12/2010           2010        678.000        451.000          0.000             52.424                 0.8           1.462                   0.000                74.014
     31/12/2011           2011        979.000        523.000          0.000            175.410                 5.3           3.031                  57.075                 0.000
     31/12/2012           2012        823.500        530.000          0.000            104.015                 1.3           1.252                   0.000                51.094
     31/12/2013           2013        967.000        436.000          0.000            212.690                 6.3           2.968                  13.358                 0.000
     31/12/2014           2014        950.000        527.000          0.000            108.000                 1.6           1.435                   0.000                37.769
     31/12/2015           2015        813.000        537.000          0.000             62.609                 0.2           0.269                  37.034                 0.000
     31/12/2016           2016        956.000        463.000          0.000            154.164                 1.7           1.128                   0.000                52.198
     31/12/2017           2017        946.000        443.000          0.000            174.350                 4.1           2.348                  51.052                 0.000
     31/12/2018           2018        868.000        459.000          0.000            174.510                 3.1           1.751                   0.000                57.547
     31/12/2019           2019       1070.000        541.000          0.000            206.974                 3.2           1.564                  51.430                 0.000
