ApsimVersion = 7.9 r0
Title = Sutherland_SC_spring_NR224
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994              ?        550.460        224.000                  ?                   ?         100.000                ?
     31/12/1995           1995        802.428        581.547        224.000            187.671                29.9          15.947           68.119
     31/12/1996           1996        682.592        486.478        224.000            118.648                 4.6           3.852          226.095
     31/12/1997           1997        659.417        458.680        224.000            112.136                10.7           9.559           48.194
     31/12/1998           1998        827.994        544.054        224.000            132.030                 4.0           3.014          198.380
     31/12/1999           1999        566.186        358.910        224.000             99.129                12.6          12.683           62.384
     31/12/2000           2000        588.510        374.668        224.000            118.986                 7.3           6.141          214.856
     31/12/2001           2001        760.490        467.872        224.000            186.036                31.1          16.717           58.274
     31/12/2002           2002        601.310        475.078        224.000             47.611                 1.7           3.550          213.337
     31/12/2003           2003        679.553        483.356        224.000            126.223                10.5           8.290           58.483
     31/12/2004           2004        982.960        745.996        224.000            116.239                 2.5           2.142          239.021
     31/12/2005           2005        795.539        567.211        224.000            113.435                 3.7           3.304           64.094
     31/12/2006           2006        619.500        369.064        224.000             75.269                 2.0           2.641          148.222
     31/12/2007           2007        926.102        683.270        224.000            206.068                20.1           9.760           61.745
     31/12/2008           2008        794.702        509.720        224.000            132.301                 6.1           4.611          229.990
     31/12/2009           2009        611.608        404.596        224.000             89.322                 5.6           6.408           54.999
     31/12/2010           2010        994.688        782.074        224.000            206.967                10.7           5.171          230.831
     31/12/2011           2011        510.786        375.668        224.000             99.562                 4.9           4.970           39.163
     31/12/2012           2012        619.490        386.080        224.000             47.862                 0.2           0.437          140.854
     31/12/2013           2013        779.258        577.844        224.000            186.378                28.5          15.293           72.319
     31/12/2014           2014        662.412        523.494        224.000             45.119                 0.2           0.524          203.182
     31/12/2015           2015        824.760        429.514        224.000            142.793                 4.5           3.142           60.170
     31/12/2016           2016        904.802        578.726        224.000            112.067                 6.9           6.080          221.863
     31/12/2017           2017        621.748        406.912        224.000            120.514                14.4          11.924           63.802
     31/12/2018           2018        951.214        619.990        224.000            177.088                 8.3           4.605          238.209
     31/12/2019           2019        883.171        509.288        224.000            213.286                20.2           9.471           63.074
