ApsimVersion = 7.9 r0
Title = RandIragSC_56N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994        880.000        658.000         56.000            111.046                13.6          12.258          155.789
     31/12/1995           1995       1051.000        718.000         56.000            415.692                60.2          14.470           47.742
     31/12/1996           1996        795.000        567.000         56.000            106.684                 2.2           2.025          173.930
     31/12/1997           1997        687.000        424.000         56.000            234.915                 7.6           3.223           47.399
     31/12/1998           1998        891.000        652.000         56.000            141.198                 3.7           2.635          195.063
     31/12/1999           1999        740.000        524.000         56.000            287.536                22.1           7.692           65.032
     31/12/2000           2000        833.000        612.000         56.000             84.146                 1.9           2.311          161.856
     31/12/2001           2001        959.000        465.000         56.000            383.188                19.4           5.059           64.538
     31/12/2002           2002        804.000        647.000         56.000             49.204                 0.7           1.447          168.503
     31/12/2003           2003        760.000        559.000         56.000            225.692                 9.9           4.374           71.424
     31/12/2004           2004        893.500        766.000         56.000             99.428                 1.5           1.527          142.871
     31/12/2005           2005       1005.000        794.000         56.000            321.282                 5.3           1.665           67.443
     31/12/2006           2006        731.000        522.000         56.000             42.801                 0.6           1.342          150.168
     31/12/2007           2007        917.000        661.000         56.000            346.538                12.8           3.681           53.980
     31/12/2008           2008        815.000        567.000         56.000             64.347                 0.9           1.359          160.943
     31/12/2009           2009        869.000        679.000         56.000            320.780                 7.5           2.337           58.682
     31/12/2010           2010       1201.000       1038.000         56.000            202.501                 2.5           1.213          139.590
     31/12/2011           2011        829.000        538.000         56.000            422.931                16.7           3.952           55.521
     31/12/2012           2012        825.000        580.000         56.000            102.320                 2.3           2.253          160.727
     31/12/2013           2013        821.000        541.000         56.000            188.537                12.5           6.612           61.179
     31/12/2014           2014        819.000        602.000         56.000             98.621                 2.1           2.091          132.556
     31/12/2015           2015       1009.000        838.000         56.000            413.912                 6.4           1.544           16.930
     31/12/2016           2016       1027.000        802.000         56.000            115.204                 1.5           1.268          170.436
     31/12/2017           2017        894.000        752.000         56.000            321.054                 9.7           3.035           66.230
     31/12/2018           2018       1093.000        846.000         56.000            162.748                 1.5           0.897          142.956
     31/12/2019           2019       1325.000        783.000         56.000            642.071                14.6           2.282           55.284
