ApsimVersion = 7.9 r0
Title = Hoffman_SC_224N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994       1013.000        487.000        224.000            313.053                19.2           6.143          168.410
     31/12/1995           1995        794.000        359.000        224.000            395.946                 8.6           2.167           44.254
     31/12/1996           1996        997.000        495.000        224.000            208.309                 3.7           1.767          182.574
     31/12/1997           1997        838.000        356.000        224.000            492.064                 9.5           1.933           55.629
     31/12/1998           1998       1112.000        567.000        224.000            211.081                 3.4           1.627          186.189
     31/12/1999           1999        847.000        395.000        224.000            399.144                11.1           2.791           60.199
     31/12/2000           2000        970.000        625.000        224.000             49.777                12.3          24.686          183.099
     31/12/2001           2001        977.000        650.000        224.000            335.693                44.8          13.340           40.465
     31/12/2002           2002        960.000        436.000        224.000            157.066                12.4           7.901          153.245
     31/12/2003           2003       1133.000        681.000        224.000            320.405                52.8          16.471           56.607
     31/12/2004           2004       1117.000        707.000        224.000            225.890                39.4          17.461          197.941
     31/12/2005           2005        990.000        544.000        224.000            293.047                40.0          13.653           55.343
     31/12/2006           2006       1071.000        596.000        224.000            148.582                28.4          19.127          171.533
     31/12/2007           2007       1088.000        502.000        224.000            371.754                57.5          15.472           51.816
     31/12/2008           2008       1159.000        614.000        224.000            203.563                18.3           8.974          202.835
     31/12/2009           2009       1107.000        483.000        224.000            548.434                64.5          11.752           70.560
     31/12/2010           2010       1015.000        660.000        224.000             95.291                 8.7           9.119          163.841
     31/12/2011           2011       1348.000        670.000        224.000            669.283                82.2          12.286           62.859
     31/12/2012           2012        871.500        581.000        224.000             76.773                 3.8           4.899           31.254
     31/12/2013           2013       1128.000        499.000        224.000            503.845                76.2          15.131           52.778
     31/12/2014           2014       1287.000        800.000        224.000            325.853                49.3          15.143          176.958
     31/12/2015           2015       1203.000        646.000        224.000            572.049                58.1          10.161           57.967
     31/12/2016           2016        988.500        550.000        224.000            157.539                19.9          12.652          164.422
     31/12/2017           2017       1279.000        662.000        224.000            523.913                86.0          16.416           78.305
     31/12/2018           2018       1130.000        666.000        224.000            254.335                41.4          16.290          176.094
     31/12/2019           2019       1040.000        370.000        224.000            574.241                81.2          14.132           52.807
